[System: 192.168.1.170] INFO | 09-25-2025 15:26:32.208 | Contracts::Entering GetPostingDetails
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:51.437 | SessionManager.Preferences[ftppassword] Pass@123
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:51.437 | SessionManager.Preferences.ftpTrue
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | PactFtpUpload :: FtpUpload Started.
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | ftpUser ::   javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | ftpPwd ::    Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | ftpServerUrl + FileName ::   ftp://192.168.1.132/FTPUploads/TT/319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | localPath ::    D:\PACTRevenUWEBAPI\Attachments\319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | FolderPath ::    
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:51.437 | PactFtpUpload :: FtpUpload End.
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:51.437 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:48:53.828 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:48:53.828 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.828 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.828 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.844 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:48:53.859 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:48:53.859 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:53.859 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.859 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:53.875 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.032 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:48:55.032 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:48:55.032 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.032 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.032 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.032 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.032 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.032 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.047 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.047 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.047 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.047 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:48:55.047 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.047 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.047 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:55.047 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.56] INFO | 09-25-2025 15:48:55.238 | Common:: DecodeBase64 START
[System: 192.168.1.56] INFO | 09-25-2025 15:48:55.238 | Common:: deCodeLevel1 START
[System: 192.168.1.56] INFO | 09-25-2025 15:48:55.238 | Common:: DecodeBase64 START
[System: 192.168.1.56] ERROR | 09-25-2025 15:48:55.269 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:56.761 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:48:56.777 | Account:: Inside SaveAccount
[System: 192.168.1.73] INFO | 09-25-2025 15:48:56.839 | Account:: Success: DBH.SaveAccount 20537
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:56.839 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:48:56.870 | ControlGenerator:: Entering GetCostCenterQuickViewSummary
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:56.870 | GetCostCenterSummary:: GetCostCenterSummary
[System: 192.168.1.73] INFO | 09-25-2025 15:48:56.870 | ControlGenerator:: Exiting GetCostCenterQuickViewSummary
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:56.870 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:56.902 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:48:56.917 | Administration:: Inside getRoles
[System: 192.168.1.73] ERROR | 09-25-2025 15:48:57.152 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:00.328 | ControlGenerator:: Entering GetCostCenterQuickViewSummary
[System: 192.168.1.73] INFO | 09-25-2025 15:49:00.344 | ControlGenerator:: Exiting GetCostCenterQuickViewSummary
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.344 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.688 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.734 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.750 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.766 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.797 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.812 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.812 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.859 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.875 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.891 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.922 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:00.922 | Account:: Inside GetAccount
[System: 192.168.1.73] INFO | 09-25-2025 15:49:00.953 | Account:: Success: DBH.GetAccount 20537
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.953 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.969 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:00.984 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.000 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.000 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.016 | GetScreenInfo:: GetScreenInfo
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.031 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.047 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.063 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.063 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:01.063 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\319cbce2-07fb-4a4e-b0b3-53d06ae6f4c8.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.063 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.078 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.094 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.094 | Common:: GetDataSet START
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.109 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.125 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.125 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.125 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.141 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.141 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.156 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.156 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.156 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.172 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.172 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.188 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.188 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.188 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.203 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.219 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.219 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.219 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.219 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.234 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.234 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.250 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.250 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.250 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.266 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.266 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.643 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.643 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.643 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.643 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.659 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.675 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.675 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.675 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.675 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.690 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.690 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.706 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.706 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.706 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.706 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.722 | Common:: IsBase64 Checking START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.722 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.722 | Administration:: Entering GetCostCenterListViewData
[System: 192.168.1.73] INFO | 09-25-2025 15:49:01.737 | Administration:: Exiting GetCostCenterListViewData
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:01.737 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.916 | Administration:: Entering GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.932 | Administration:: Exiting GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.932 | Administration:: Entering GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.963 | Administration:: Exiting GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.963 | NotificationHandler:: Inside GetGlobalPreferences
[System: 192.168.1.73] INFO | 09-25-2025 15:49:08.995 | NotificationHandler:: Success: GetGlobalPreferences
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 |  PactUploadFiles UseGlobalPrefForFileUploadPath -- Reading from GP -- ::  ftp://192.168.1.132/FTPUploads/TT/
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | isYearMonthWiseFolder   :: FALSE
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | FolderPath   :: 
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | PactFtpUpload   :: ftp://192.168.1.132/FTPUploads/TT/
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | LocalPath --  -- ::  D:\PACTRevenUWEBAPI\Attachments\fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | LocalPath SaveAs --  -- ::  D:\PACTRevenUWEBAPI\Attachments\fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | PactFtpUpload open  :: 
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | SessionManager.Preferences.ftpTrue
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | SessionManager.Preferences[ftpuserid] javed
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | SessionManager.Preferences[ftppassword] Pass@123
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:08.995 | SessionManager.Preferences.ftpTrue
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | PactFtpUpload :: FtpUpload Started.
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | ftpUser ::   javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:08.995 | ftpPwd ::    Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:09.010 | ftpServerUrl + FileName ::   ftp://192.168.1.132/FTPUploads/TT/fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:09.010 | localPath ::    D:\PACTRevenUWEBAPI\Attachments\fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:09.010 | FolderPath ::    
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:09.010 | PactFtpUpload :: FtpUpload End.
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:09.010 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.128 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:49:11.128 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:11.128 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.128 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.128 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.128 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.128 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:11.143 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.143 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.143 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:11.143 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.925 | GetUploadedImage  -- Start::  
[System: 192.168.1.73] INFO | 09-25-2025 15:49:13.925 | Common:: DecodeBase64 START
[System: 192.168.1.73] INFO | 09-25-2025 15:49:13.925 | Common:: DecodeBase64 START
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.925 | GetUploadedImage -- isYearMonthWiseFolder  -- ::  False
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.925 | GetUploadedImage -- FolderPath is found empty or not  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.925 | FtpPort  -- ::  0
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.925 | ftpDownload -- start  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.925 | ftpServerFile    :: ftp://192.168.1.132/FTPUploads/TT/fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.925 | ftpuserid     ::javed
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.925 | ftppassword   :: Pass@123
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.925 | ftpDownload -- client.DownloadData(ftpServerFile)  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.940 | ftpDownload -- Successful  -- ::  
[System: 192.168.1.73] DEBUG | 09-25-2025 15:49:13.940 | ftpDownload -- end  -- ::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.940 | GetUploadedImage -- ftpDownload returning logpath  -- ::  D:\PACTRevenUWEBAPI\Attachments\fe7f359b-9869-4cc8-927a-c3f8e44f9b62.png
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.940 | GetUploadedImage  -- End::  
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:13.940 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.041 | Administration:: Entering GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.104 | Administration:: Exiting GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.104 | Administration:: Entering GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.135 | Administration:: Exiting GetUserDetails
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.135 | NotificationHandler:: Inside GetGlobalPreferences
[System: 192.168.1.73] INFO | 09-25-2025 15:49:18.197 | NotificationHandler:: Success: GetGlobalPreferences
[System: 192.168.1.73] ERROR | 09-25-2025 15:49:18.213 |  PactUploadFiles UseGlobalPrefForFileUploadPath -- Reading from GP -- ::  ftp://192.168.1.132/FTPUploads/TT/
